target,date,actual,ar,dfm_bridge,dfm_ar_ensemble,direct_ridge_bridge,seasonal_ridge,seasonal_hf_gated,anchored_factor,seasonal_factor_corrected,destination_import_bridge,destination_import_cny_gated,export_fixed_bridge,export_fixed_cny_gated,import_cny_gated,import_fixed_bridge,import_fixed_cny_gated,consensus
imports,2025-02-28,1.5949,-10.489386311458489,-1.4052016725353633,-5.8647572722166155,2.593855928990775,3.246914182657587,2.3725924864119725,-7.802291834005377,,,,,,-6.912152606653159,-7.802291834005377,-6.912152606653159,1.933333333
imports,2025-03-31,-4.459482878,1.0235385612182852,1.8624269155145523,1.4791985524902513,0.529324081405881,-1.3844729610619755,-1.0939792761881435,3.5890627359330116,,,,,,0.2471481246973124,3.5890627359330116,0.2471481246973124,-4.066666667
imports,2025-04-30,-0.267867564,-2.619259545036094,2.609883187025935,0.19305126291131014,6.192779600426806,-8.629702423756003,-8.47637703887492,-4.152901920131068,,,,,,-4.152901920131068,-4.152901920131068,-4.152901920131068,-5.0
imports,2025-05-31,-3.115397719,-0.12935582185033662,-3.7570512770008913,-2.076169622737708,1.4078001303448708,-3.3873283277722943,-3.3022095872066135,-4.4859493286648116,,,,,,-4.4859493286648116,-4.4859493286648116,-4.4859493286648116,-0.475
imports,2025-06-30,0.801449995,-1.8444872482612282,-4.657046007198321,-3.358648420279059,-4.974884412743231,-2.318947567677567,-3.702920073400077,1.686889949282644,,,,,,1.686889949282644,1.686889949282644,1.686889949282644,-0.657142857
imports,2025-07-31,3.533747543,0.4789827619672569,-2.2801198145040664,-0.9883659710222639,0.9622667403943204,-6.716664350588982,-5.988580831896565,1.8253727918849607,,,,,,1.8253727918849607,1.8253727918849607,1.8253727918849607,0.1375
imports,2025-08-31,0.852677048,2.11840093186471,0.004677183947491281,1.0104445742584693,1.0148510373099566,-2.7019500275543242,-1.4885901201106821,-0.5764090445636278,,,,,,-0.5764090445636278,-0.5764090445636278,-0.5764090445636278,3.17
imports,2025-09-30,7.2596,0.5480571900095818,0.9737799030959866,0.7745652751842499,1.3618188229346657,-0.7386163419016742,0.17568877105445613,10.758198349702928,,,,,,10.758198349702928,10.758198349702928,10.758198349702928,1.1625
imports,2025-10-31,0.909047214,4.370725811186948,0.995049285519024,2.5340750426887437,0.44164328082090254,0.7489355053992881,1.1585841486173396,-0.6138177741448505,,,,,,-0.6138177741448505,-0.6138177741448505,-0.6138177741448505,3.375
imports,2025-11-30,1.771926536,0.6505903186063106,2.10091782714984,1.441355819401532,1.4916475269214458,2.0880982704744167,2.2660160230166335,4.5500603543460665,,,,,,4.5500603543460665,4.5500603543460665,4.5500603543460665,4.025
imports,2025-12-31,5.568218188,1.165054696077297,1.7350445901319915,1.4756792465453374,1.6197181220408616,0.31049372657091956,0.6194107244990357,6.1186022331589545,,,,,,6.1186022331589545,6.1186022331589545,6.1186022331589545,0.488888889
imports,2026-01-31,25.857222888,3.4188240180766556,0.3345673978198933,1.7468376145411342,3.3909158214290596,5.158536685676442,5.931547105536907,20.568218188,,,,,,18.210167186910457,20.568218188,18.210167186910457,
imports,2026-02-28,13.870955708,15.945973413198468,3.3005379697354105,9.697687114119674,3.4879437392692334,1.7392198040709679,4.239219804070968,21.835283014927136,,,,,,17.45647818534052,21.835283014927136,17.45647818534052,
imports,2026-03-31,27.753309401,8.69896873739491,10.027640823853472,9.303360921290867,10.269829389299197,10.99029188469343,12.185548944414073,28.870955708,,,,,,27.50228652514266,28.870955708,27.50228652514266,7.7625
imports,2026-04-30,25.103832946,18.21947498440782,8.086659891178279,13.413099827864755,5.757277706683288,16.38026394190904,18.88026394190904,25.121470308585515,,,,,,25.121470308585515,25.121470308585515,25.121470308585515,14.6
imports,2026-05-31,27.465376232,17.343268968378126,17.87115348927789,17.582633756625988,15.28968484242958,21.163716019558148,23.663716019558148,29.117754389946988,,,,,,29.117754389946988,29.117754389946988,29.117754389946988,19.371428571
imports,2026-06-30,36.241936883,19.91159045130863,13.578801383027448,17.018311319804514,7.230064943056763,24.315838226600064,23.961851554547074,41.88309019136399,,,,,,41.88309019136399,41.88309019136399,41.88309019136399,23.166666667
imports,2026-07-31,27.65232125,28.046921503317805,16.34448863485984,22.785000744544156,18.379008824568693,30.701280545293884,30.92552845206115,29.996624582048767,,,,,,29.996624582048767,29.996624582048767,29.996624582048767,26.385714286
imports,2026-08-31,28.64681249,21.628220909809798,14.134709746408259,18.306325389117234,16.46348225439929,31.51880967615875,31.111932658379516,31.57992447960374,,,,,,31.57992447960374,31.57992447960374,31.57992447960374,27.225
